restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year,lat,long,Unique Join
ADMIRALS CONCRETE FOUNDATION CLUB,Routine,02/19/2019,100,2500,VICTORY,,75205,500 S HARWOOD ST,Feb 2019,FY2019,32.79008,-96.811316,
ADOLPHUS (CENTARY BANQUET HALL KITCHEN PANTRY 19TH FL),Routine,12/04/2019,92,1321,COMMERCE,,75202,19109 PRESTON RD,Dec 2019,FY2020,38.256514,-122.641281,
ADOLPHUS (CENTARY BANQUET HALL KITCHEN PANTRY 19TH FL),Routine,07/18/2019,92,1321,COMMERCE,,75202,1911 GREENVILLE AVE,Jul 2019,FY2019,38.256514,-122.641281,
ADOLPHUS CONCIERGE ON 8TH FL,Routine,12/04/2019,95,1321,COMMERCE,,75202,19111 DALLAS PKWY #165,Dec 2019,FY2020,38.256514,-122.641281,
ADOLPHUS HOTEL - BAKERY BASEMENT KITCHEN,Routine,12/04/2019,98,1321,COMMERCE,,75202,1912 ABRAMS ST,Dec 2019,FY2020,38.256514,-122.641281,
ADOLPHUS HOTEL - BAKERY BASEMENT KITCHEN,Routine,07/18/2019,92,1321,COMMERCE,,75202,19129 PRESTON RD #100,Jul 2019,FY2019,38.256514,-122.641281,
ADOLPHUS HOTEL - EMPLOYEE CAFE,Routine,12/04/2019,100,1321,COMMERCE,,75202,19129 PRESTON RD #160,Dec 2019,FY2020,38.256514,-122.641281,
ADOLPHUS HOTEL - EMPLOYEE CAFE,Routine,07/18/2019,91,1321,COMMERCE,,75202,1913 S EDGEFIELD AVE,Jul 2019,FY2019,38.256514,-122.641281,
ADOLPHUS HOTEL - MAIN BASEMENT KITCHEN,Routine,12/04/2019,95,1321,COMMERCE,,75202,1913 SKILLMAN ST,Dec 2019,FY2020,38.256514,-122.641281,
ADOLPHUS HOTEL - MAIN BASEMENT KITCHEN,Routine,07/18/2019,93,1321,COMMERCE,,75202,1914 COMMERCE ST,Jul 2019,FY2019,38.256514,-122.641281,
ADOLPHUS HOTEL (CITY HALL),Routine,12/04/2019,86,1321,COMMERCE,,75202,1914 GREENVILLE AVE,Dec 2019,FY2020,38.256514,-122.641281,
ADOLPHUS HOTEL (CITY HALL),Routine,07/18/2019,88,1321,COMMERCE,,75202,1915 SKILLMAN ST,Jul 2019,FY2019,38.256514,-122.641281,
ADOLPHUS HOTEL (FRENCH ROOM),Routine,12/04/2019,96,1321,COMMERCE,,75202,1916 ABRAMS PKWY,Dec 2019,FY2020,38.256514,-122.641281,
ADOLPHUS HOTEL (FRENCH ROOM),Routine,07/18/2019,90,1321,COMMERCE,,75202,1916 GREENVILLE AVE,Jul 2019,FY2019,38.256514,-122.641281,
ADOLPHUS HOTEL CONCIERGE ON 8TH FLOOR,Routine,07/18/2019,91,1321,COMMERCE,,75202,1916 SKILLMAN ST,Jul 2019,FY2019,38.256514,-122.641281,
ADOLPHUS HOTEL PANRTY,Routine,12/04/2019,98,1321,COMMERCE,,75202,19160 PRESTON RD,Dec 2019,FY2020,38.256514,-122.641281,
ADOLPHUS HOTEL PANRTY,Routine,07/18/2019,93,1321,COMMERCE,,75202,1917 N HENDERSON,Jul 2019,FY2019,38.256514,-122.641281,
ADOLPHUS POOL DECK/KITCHEN ON 7TH FLOOR,Routine,07/18/2019,90,1321,COMMERCE,,75202,19177 PRESTON RD #180,Jul 2019,FY2019,38.256514,-122.641281,
ADOLPHUS POOL/ DECK/ KITCHEN ON 7TH FL,Routine,12/04/2019,99,1321,COMMERCE,,75202,1919 BRYAN ST #102,Dec 2019,FY2020,38.256514,-122.641281,
ADOLPUH HOTEL (SOCIAL LOBBY BAR),Routine,12/04/2019,100,1321,COMMERCE,,75202,1919 BRYAN ST #106,Dec 2019,FY2020,38.256514,-122.641281,
ADOPLHUS HOTEL- REGISTRATION LOBBY REFRESHMENTS,Routine,12/04/2019,96,1321,COMMERCE,,75202,1919 BURBANK ST,Dec 2019,FY2020,38.256514,-122.641281,
ADULT REHABILITATION MINISTRIES,Routine,12/06/2019,93,1128,SABINE,,75203,12817 PRESTON RD #129,Dec 2019,FY2020,32.755703,-96.807291,
ADVENTURE LANDING,Routine,10/15/2019,97,17717,COIT,,75252,2780 ROYAL LN #A,Oct 2019,FY2020,32.991599,-96.767955,
AFC SUSHI,Routine,09/16/2019,98,1441,BECKLEY,,75208,2285 W NORTHWEST HWY,Sep 2019,FY2019,32.616966,-96.823427,
AFC SUSHI,Routine,09/05/2019,100,1935,MEDICAL DISTRICT,,75235,3223 LEMMON AVE 100,Sep 2019,FY2019,32.8088,-96.83618,
AFC SUSHI,Routine,03/19/2019,95,1441,BECKLEY,,75208,2287 W NORTHWEST HWY,Mar 2019,FY2019,32.616966,-96.823427,
AFC SUSHI,Routine,01/10/2019,100,1935,MEDICAL DISTRICT,,75235,3223 LEMMON AVE 103,Jan 2019,FY2019,32.808359,-96.836837,
AFC SUSHI @ BAYLOR HEALTH CARE SYSTEM,Routine,08/21/2019,93,3500,GASTON,,75246,9820 WALNUT HILL LN,Aug 2019,FY2019,32.342322,-86.31818,
AFC SUSHI @ BAYLOR HEALTH CARE SYSTEM,Routine,03/20/2019,90,3500,GASTON,,75246,9840 FERGUSON RD,Mar 2019,FY2019,32.342322,-86.31818,
AFC SUSHI @ TOM THUMB #3614,Routine,07/31/2019,97,315,HAMPTON,,75208,8687 N CENTRAL EXPW #2360,Jul 2019,FY2019,40.715834,-73.653253,
AFC SUSHI @ TOM THUMB #3614,Routine,02/01/2019,92,315,HAMPTON,,75208,8687 N CENTRAL EXPW #2364,Feb 2019,FY2019,40.715834,-73.653253,
AFC SUSHI @TOM THUMB #3582,Routine,12/11/2019,99,18212,PRESTON,,75252,2978 W WHEATLAND RD,Dec 2019,FY2020,33.000404,-96.796573,
AFC SUSHI @TOM THUMB #3582,Routine,06/19/2019,100,18212,PRESTON,,75252,2984 W WHEATLAND RD #E,Jun 2019,FY2019,33.000385,-96.79659,
AFC SUSHI @TOM THUMB #3650,Routine,10/17/2019,98,14999,PRESTON,,75254,2330 ROYAL LN #300,Oct 2019,FY2020,32.952333,-96.803733,
AFC SUSHI @TOM THUMB #3650,Routine,04/15/2019,100,14999,PRESTON,,75254,2330 ROYAL LN #600,Apr 2019,FY2019,32.952333,-96.803733,
AFRIKA FUSION,Routine,12/27/2019,86,18900,DALLAS,#125,75287,302 N MARKET ST #101,Dec 2019,FY2020,0,0,
AFRIKA FUSION,Routine,06/21/2019,83,18900,DALLAS,#125,75287,302 N MARSALIS AVE,Jun 2019,FY2019,0,0,
AGA'S BIRYANI & BBQ,Routine,10/28/2019,80,11276,HARRY HINES,#103,75229,12720 MERIT DR,Oct 2019,FY2020,32.892266,-96.890138,
AIKIN ELEMENTARY,Routine,10/10/2019,97,12300,PLEASANT VALLEY,,75243,17610 MIDWAY RD #108,Oct 2019,FY2020,32.915378,-96.723211,
AIKIN ELEMENTARY,Routine,04/05/2019,95,12300,PLEASANT VALLEY,,75243,17610 MIDWAY RD #140,Apr 2019,FY2019,32.915378,-96.723211,
AIN,Routine,09/24/2019,95,2600,STEMMONS,#160,75207,5555 ARAPAHO RD,Sep 2019,FY2019,32.807677,-96.841604,
AIN,Routine,03/15/2019,96,2600,STEMMONS,#160,75207,5555 MAPLE AVE,Mar 2019,FY2019,32.807677,-96.841604,
AJ DONUTS,Routine,04/19/2019,84,2231,LEDBETTER,#260,75224,4028 CEDAR SPRINGS RD,Apr 2019,FY2019,32.691273,-96.855183,
AJ DONUTS,Routine,03/07/2019,78,2231,LEDBETTER,#260,75224,4030 CALCULUS DR,Mar 2019,FY2019,32.691273,-96.855183,
AJOOMMA,Routine,01/10/2019,89,2240,ROYAL,#306,75229,407 N LAMAR ST #400,Jan 2019,FY2019,32.895489,-96.903189,
AJOOMMA SUNDAE,Routine,07/01/2019,81,2240,ROYAL,#304,75229,4062 LBJ FRWY,Jul 2019,FY2019,32.895489,-96.903189,
AJOOMMA SUNDAE,Routine,06/19/2019,72,2240,ROYAL,#304,75229,4062 LBJ FRWY #100,Jun 2019,FY2019,32.895489,-96.903189,
AJOOMMA SUNDAE,Routine,01/04/2019,68,2240,ROYAL,#304,75229,407 N BISHOP AVE STE #101,Jan 2019,FY2019,32.895489,-96.903189,
AJOOMMA SUNDAE,Routine,01/03/2019,58,2240,ROYAL,#304,75229,407 N LAMAR ST #170A,Jan 2019,FY2019,32.895489,-96.903189,
AKIBA YAUNEH ACADEMY,Routine,11/13/2019,95,12324,MERIT,,75251,17717 COIT RD,Nov 2019,FY2020,32.915142,-96.771808,
AKIBA YAUNEH ACADEMY,Routine,05/01/2019,92,12324,MERIT,,75251,17721 DALLAS PKWY #100,May 2019,FY2019,32.915142,-96.771808,
AL CHILE,Routine,12/31/2019,86,2643,HAMPTON,,75224,5959 ROYAL LN #616,Dec 2019,FY2020,37.784069,-87.00122,
AL KABOB GRILL & CAFE,Follow-up,11/13/2019,80,11357,HARRY HINES,,75220,1302 MAIN ST,Nov 2019,FY2020,32.894275,-96.891009,
AL KABOB GRILL & CAFE,Routine,10/29/2019,66,11357,HARRY HINES,,75220,13021 COIT RD #220,Oct 2019,FY2020,32.894275,-96.891009,
AL KABOB GRILL & CAFE,Routine,04/02/2019,87,11357,HARRY HINES,,75220,13021 COIT RD #9B,Apr 2019,FY2019,32.894275,-96.891009,
ALAMO CLUB,Routine,09/16/2019,96,1919,GREENVILLE,,75206,315 S HAMPTON RD,Sep 2019,FY2019,32.814218,-96.770196,
ALAMO CLUB,Routine,03/20/2019,96,1919,GREENVILLE,,75206,3150 BAINBRIDGE AVE,Mar 2019,FY2019,32.814218,-96.770196,
ALANKAR INC,Routine,12/26/2019,81,2600,LONE STAR,,75212,5550 W LOVERS LN #168,Dec 2019,FY2020,32.769517,-96.866674,
ALANKAR INC,Routine,05/28/2019,88,2600,LONE STAR,,75212,5554 HARRY HINES BLVD,May 2019,FY2019,32.769517,-96.866674,
ALANKAR INC,Routine,03/28/2019,95,133,RIVERFRONT,,75207,1928 GREENVILLE AVE,Mar 2019,FY2019,32.777314,-96.813406,
ALBERTSON'S #4289 BAKERY,Routine,12/05/2019,98,320,CASA LINDA PLAZA,,75218,8700 N STEMMONS FRWY #105,Dec 2019,FY2020,32.832388,-96.700777,
ALBERTSON'S #4289 DELI,Routine,12/05/2019,93,320,CASA LINDA PLAZA,,75218,8700 STULTS RD,Dec 2019,FY2020,32.832388,-96.700777,
ALDI FOOD STORE #20,Routine,02/12/2019,100,2926,BUCKNER,,75227,7522 CAMPBELL RD #117,Feb 2019,FY2019,32.762099,-96.682633,
ALDI FOOD STORE #43,Routine,11/04/2019,97,3128,FOREST,#245,75234,8602 S LANCASTER RD,Nov 2019,FY2020,44.947218,-93.455035,
ALDI FOOD STORE #50,Routine,01/15/2019,95,2505,FORT WORTH,,75211,5251 SPRING VALLEY RD,Jan 2019,FY2019,32.759036,-96.863128,
ALICE,Follow-up,07/10/2019,80,1623,HALL,#103,75204,2525 FRANKFORD RD,Jul 2019,FY2019,32.795244,-96.788911,
ALICE,Routine,05/31/2019,70,1623,HALL,#103,75204,2525 ROYAL LN #311B,May 2019,FY2019,32.795244,-96.788911,
ALICE HALL CATERING,Routine,06/06/2019,93,11390,GRISSON,,75234,13105 MONTFORT DR,Jun 2019,FY2019,0,0,
ALL N GO,Routine,02/10/2019,89,3025,WEBB CHAPEL,,75220,8104 LAKE JUNE RD,Feb 2019,FY2019,32.858596,-96.868645,
ALL THE BALLS,Routine,01/07/2019,86,1618,COMMERCE,,75208,2515 INWOOD RD #105,Jan 2019,FY2019,32.772654,-96.846819,
ALLEN'S GROCERY,Routine,09/19/2019,88,2500,LAWRENCE,,75215,500 S FITZHUGH AVE,Sep 2019,FY2019,44.031233,-123.098433,
ALOFT DALLAS,Routine,06/27/2019,92,1033,YOUNG,#100,75202,10788 HARRY HINES BLVD #G-08,Jun 2019,FY2019,32.776909,-96.801163,
ALOFT/ELEMENT BREAKFAST AREA- PREP AREA,Routine,07/10/2019,96,2333,MOCKINGBIRD,,75235,4355 W CAMP WISDOM RD,Jul 2019,FY2019,32.826051,-96.847066,
ALOFT/ELEMENT BREAKFAST AREA- PREP AREA,Routine,01/15/2019,92,2333,MOCKINGBIRD,,75235,4360 DALLAS FT WORTH TPKE,Jan 2019,FY2019,32.826051,-96.847066,
ALOFT/ELEMENT CATERING KITCHEN,Routine,07/10/2019,91,2333,MOCKINGBIRD,,75235,438 W ILLINOIS AVE,Jul 2019,FY2019,32.826051,-96.847066,
ALOFT/ELEMENT CATERING KITCHEN,Routine,01/15/2019,96,2333,MOCKINGBIRD,,75235,4380 DALLAS FT WORTH TPKE,Jan 2019,FY2019,32.826051,-96.847066,
ALOFT/ELEMENT- ALOFT XYZ BAR & RE:FUEL,Routine,01/15/2019,93,2333,MOCKINGBIRD,,75235,4385 S WESTMORELAND RD #100,Jan 2019,FY2019,32.826051,-96.847066,
ALONTI CAFE,Routine,09/13/2019,86,1150,EMPIRE CENTRAL,#100,75247,13440 TI BLVD #5,Sep 2019,FY2019,32.824644,-96.875697,
ALONTI CAFE,Routine,03/13/2019,96,1150,EMPIRE CENTRAL,#100,75247,13444 PRESTON RD,Mar 2019,FY2019,32.824644,-96.875697,
ALONTI CAFE & CATERING,Routine,05/07/2019,92,11411,CENTRAL,,75243,13302 PRESTON RD,May 2019,FY2019,32.903674,-96.76941,
AM DONUT AND COFFEE,Routine,05/23/2019,97,115,ILLINOIS,,75224,13440 TI BLVD #1A,May 2019,FY2019,38.680825,-104.701366,
AMAZING DONUTS BAKERY,Routine,01/29/2019,80,10355,FERGUSON,#150,75228,10805 WALNUT HILL LN,Jan 2019,FY2019,32.836508,-96.671795,
AMAZING OCCASION CAKES,Routine,10/09/2019,89,1149,RED BIRD,,75241,13434 FLOYD CIR,Oct 2019,FY2020,32.674961,-96.806356,
AMBER JAX,Routine,08/26/2019,83,3011,GULDEN,#107,75212,8018 PARK LN #105,Aug 2019,FY2019,32.778945,-96.827713,
AMBER JAX,Routine,02/21/2019,82,3011,GULDEN,#107,75212,8018 S LANCASTER RD,Feb 2019,FY2019,32.778945,-96.827713,
AMC THEATRES VALLEY VIEW 16,Routine,10/25/2019,89,13331,PRESTON,#2300,75240,1952 BAYSIDE ST,Oct 2019,FY2020,32.929466,-96.803616,
AMC THEATRES VALLEY VIEW 16,Routine,04/03/2019,92,13331,PRESTON,#2300,75240,1954 COMMERCE ST,Apr 2019,FY2019,32.929466,-96.803616,
AMERICAN GIRL BOUTIQUES AND BISTRO,Routine,08/08/2019,92,13464,DALLAS,,75240,2100 GREENVILLE AVE,Aug 2019,FY2019,32.93124,-96.821327,
AMERICAN GIRL BOUTIQUES AND BISTRO,Routine,02/15/2019,94,13464,DALLAS,,75240,2100 MCKINNEY AVE #150,Feb 2019,FY2019,32.93124,-96.821327,
AMERICAN LEGION POST #453,Routine,11/06/2019,97,2755,BACHMAN,,75220,6434 E MOCKINGBIRD LN #105,Nov 2019,FY2020,32.853731,-96.870758,
AMERICANO-JOULE HOTEL,Routine,10/04/2019,84,1530,MAIN,,75201,2441 GUS THOMASSON RD,Oct 2019,FY2020,41.034257,-76.423878,
AMERICANO-JOULE HOTEL,Routine,04/10/2019,89,1530,MAIN,,75201,2441 WALNUT HILL LN,Apr 2019,FY2019,41.034257,-76.423878,
AMIGO'S GROCERY,Routine,06/17/2019,94,2259,ANSON,,75235,4123 ABRAMS RD,Jun 2019,FY2019,32.486749,-99.745745,
AMIGOS LOCOS,Routine,06/05/2019,80,2780,ROYAL,#A,75229,6464 E NORTHWEST HWY #316,Jun 2019,FY2019,32.895107,-96.884211,
AMIGOS SNACKS,Routine,12/05/2019,81,1150,KIEST,#222,75224,1350 MANUFACTURING ST #111,Dec 2019,FY2020,32.705753,-96.842061,
AMNESIA,Routine,04/30/2019,97,1707,LAMAR,,75215,2625 MAIN ST,Apr 2019,FY2019,32.766006,-96.79321,
AMPHITHEATRE BLDG #F,Routine,01/31/2019,100,1701,EXPOSITION,,75210,2615 INWOOD RD,Jan 2019,FY2019,32.77548,-96.754511,
AMPHITHEATRE BLDG #L1,Routine,01/31/2019,100,1818,FIRST,,75210,2929 FRANKFORD RD,Jan 2019,FY2019,41.804943,-89.696801,
AMPHITHEATRE BLDG #L2,Routine,01/31/2019,100,1818,FIRST,,75210,2929 INWOOD RD,Jan 2019,FY2019,41.804943,-89.696801,
AMPHITHEATRE BLDG #L3,Routine,01/31/2019,100,1818,FIRST,,75210,2930 FOREST LN,Jan 2019,FY2019,41.804943,-89.696801,
AMPHITHEATRE BLDG #R1,Routine,01/31/2019,100,1818,FIRST,,75210,2930 W DAVIS ST,Jan 2019,FY2019,41.804943,-89.696801,
AMPHITHEATRE BLDG #R2,Routine,01/31/2019,100,1818,FIRST,,75210,2932 MAIN ST #103,Jan 2019,FY2019,41.804943,-89.696801,
AMPHITHEATRE BLDG #R3,Routine,01/31/2019,100,1818,FIRST,,75210,2932 N BUCKNER BLVD,Jan 2019,FY2019,41.804943,-89.696801,
AMPHITHEATRE BLDG #R3,Routine,01/31/2019,100,1818,FIRST,,75210,2933 MAIN ST,Jan 2019,FY2019,41.804943,-89.696801,
AMVETS POST 23,Routine,03/05/2019,93,12531,C F HAWN,,75253,18101 PRESTON RD #101,Mar 2019,FY2019,32.681049,-96.611943,
ANATOLE (JADE WATERS BAR & GRILL),Routine,12/27/2019,99,2201,STEMMONS,,75207,3858 OAK LAWN #470,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE (JADE WATERS BAR & GRILL),Routine,06/20/2019,94,2201,STEMMONS,,75207,3878 OAK LAWN #314,Jun 2019,FY2019,32.801595,-96.829026,
ANATOLE (JADE WATERS SWIM UP BAR),Routine,12/27/2019,100,2201,STEMMONS,,75207,3878 OAK LAWN AVE #180,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (BAKERY),Routine,12/27/2019,93,2201,STEMMONS,,75207,3878 OAK LAWN AVE #180A,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (BANQUET KITCHEN),Routine,12/27/2019,83,2201,STEMMONS,,75207,3878 OAK LAWN AVE #300,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (BANQUET KITCHEN),Routine,06/19/2019,91,2201,STEMMONS,,75207,3878 OAKLAWN AVE #180B,Jun 2019,FY2019,32.801595,-96.829026,
ANATOLE HOTEL (BUTCHER SHOP),Routine,12/27/2019,95,2201,STEMMONS,,75207,3880 W NORTHWEST HWY,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (CONCEIRGE 25TH FLR),Routine,12/27/2019,100,2201,STEMMONS,,75207,3888 OAK LAWN #102,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (CONCEIRGE 25TH FLR),Routine,06/20/2019,91,2201,STEMMONS,,75207,3888 OAK LAWN AVE #100,Jun 2019,FY2019,32.801595,-96.829026,
ANATOLE HOTEL (COUNTER OFFER),Routine,12/27/2019,95,2201,STEMMONS,,75207,3888 OAK LAWN AVE #106,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (EMPLOYEE CAFE),Routine,12/27/2019,100,2201,STEMMONS,,75207,3888 OAK LAWN AVE #111,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (EMPLOYEE CAFE),Routine,06/19/2019,99,2201,STEMMONS,,75207,3889 MAPLE AVE,Jun 2019,FY2019,32.801595,-96.829026,
ANATOLE HOTEL (GOSSIP BAR),Routine,12/27/2019,100,2201,STEMMONS,,75207,3900 RUGGED DR,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (MAIN KITCHEN),Routine,12/27/2019,89,2201,STEMMONS,,75207,3900 S BUCKNER BLVD,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (MAIN KITCHEN),Routine,06/19/2019,87,2201,STEMMONS,,75207,3900 W DAVIS ST,Jun 2019,FY2019,32.801595,-96.829026,
ANATOLE HOTEL (MEDIA BAR),Routine,12/27/2019,100,2201,STEMMONS,,75207,3901 MEREDITH ST,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (MEDIA BAR),Routine,06/19/2019,99,2201,STEMMONS,,75207,3902 MAPLE AVE,Jun 2019,FY2019,32.801595,-96.829026,
ANATOLE HOTEL (SER),Routine,12/27/2019,97,2201,STEMMONS,,75207,3903 CEDAR SPRINGS RD,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (SER),Routine,06/20/2019,93,2201,STEMMONS,,75207,3903 GASTON AVE,Jun 2019,FY2019,32.801595,-96.829026,
ANATOLE HOTEL (STEWARDING),Routine,12/27/2019,99,2201,STEMMONS,,75207,3903 LEMMON AVE,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (STEWARDING),Routine,06/19/2019,96,2201,STEMMONS,,75207,3904 W CAMP WISDOM RD,Jun 2019,FY2019,32.801595,-96.829026,
ANATOLE HOTEL (TRINITY HALL),Routine,12/27/2019,100,2201,STEMMONS,,75207,3906 LEMMON AVE #110,Dec 2019,FY2020,32.801595,-96.829027,
ANATOLE HOTEL (TRINITY HALL),Routine,06/20/2019,95,2201,STEMMONS,,75207,3906 MAPLE AVE,Jun 2019,FY2019,32.801595,-96.829026,
ANDY'S FOOD MART,Routine,07/25/2019,80,2403,FITZHUGH,,75204,4567 FRANKFORD RD,Jul 2019,FY2019,32.811436,-96.782372,
ANDY'S FOOD MART,Routine,03/27/2019,84,2403,FITZHUGH,,75204,4575 S RL THORNTON FRWY,Mar 2019,FY2019,32.811436,-96.782372,
ANGRY DOG,Routine,09/16/2019,93,2726,COMMERCE,,75226,6243 RETAIL RD,Sep 2019,FY2019,32.783115,-96.783618,
ANGRY DOG,Routine,03/25/2019,95,2726,COMMERCE,,75226,6248 E MOCKINGBIRD LN,Mar 2019,FY2019,32.783115,-96.783618,
ANN MOODY PLACE KITCHEN,Routine,08/12/2019,89,2241,BUTLER,,75235,410 N BISHOP AVE #150,Aug 2019,FY2019,32.815733,-96.836976,
ANN MOODY PLACE KITCHEN,Routine,02/17/2019,87,2241,BUTLER,,75235,410 W KIEST BLVD,Feb 2019,FY2019,32.815733,-96.836976,
ANNE FRANK EARLY CHILDHOOD CENTER-WARMING KITCHEN,Routine,09/23/2019,100,14650,NOEL,,75254,2309 GUS THOMASSON RD,Sep 2019,FY2019,39.304471,-96.375202,
ANNE FRANK EARLY CHILDHOOD CENTER-WARMING KITCHEN,Routine,03/18/2019,100,14650,NOEL,,75254,231 W JEFFERSON BLVD,Mar 2019,FY2019,39.304471,-96.375202,
ANTOJITOS AZTECA,Routine,05/20/2019,80,2838,CLARENDON,,75211,7038 MILITARY PKWY,May 2019,FY2019,32.734503,-96.86743,
ANTOJITOS LUPITA PUPUSERIA Y TAQUERIA,Routine,07/22/2019,88,301,JEFFERSON,,75203,8008 HERB KELLEHER WAY C2321,Jul 2019,FY2019,32.744838,-96.820334,
ANTOJITOS LUPITA PUPUSERIA Y TAQUERIA,Routine,01/20/2019,87,301,JEFFERSON,,75203,8008 HERB KELLEHER WAY L1045,Jan 2019,FY2019,32.744838,-96.820334,
ANTOJITOS MEXICANOS #2,Routine,11/25/2019,80,2313,BECKLEY,,75224,4223 W ILLINOIS AVE,Nov 2019,FY2020,32.719737,-96.822884,
ANVIL PUB,Routine,09/25/2019,90,2638,ELM,,75201,5945 GREENVILLE AVE,Sep 2019,FY2019,41.927994,-87.851594,
ANVIL PUB,Routine,03/28/2019,95,2638,ELM,,75201,5949 SHERRY LN #130,Mar 2019,FY2019,41.927994,-87.851594,
APP#47833 CAKE RATTLE & ROLL,Routine,11/19/2019,91,3011,GULDEN,117,75212,8040 SPRING VALLEY RD,Nov 2019,FY2020,32.778945,-96.827713,
APP#47833 CAKE RATTLE & ROLL,Routine,04/11/2019,93,3011,GULDEN,117,75212,8041 WALNUT HILL LN,Apr 2019,FY2019,32.778945,-96.827713,
APP#49056 COAL VINE'S PIZZA,Routine,11/26/2019,91,2404,CEDAR SPRINGS,#500,75201,4606 S LAMAR ST #B,Nov 2019,FY2020,32.796424,-96.805307,
APP#49056 COAL VINE'S PIZZA,Routine,05/23/2019,82,2404,CEDAR SPRINGS,#500,75201,4607 MAPLE AVE,May 2019,FY2019,32.796424,-96.805307,
APPLEBEE'S,Routine,09/19/2019,91,3426,ILLINOIS,,75211,9755 GREENVILLE AVE,Sep 2019,FY2019,32.720245,-96.876152,
APPLEBEE'S,Routine,03/20/2019,93,3426,ILLINOIS,,75211,9757 WEBB CHAPEL RD,Mar 2019,FY2019,32.720245,-96.876152,
AQUA COCKTAIL 1ST FLOOR,Routine,06/22/2019,98,2143,JOE FIELD,,75229,371 W JEFFERSON BLVD #120,Jun 2019,FY2019,32.892959,-96.905514,
AQUA COCKTAIL 2ND FLOOR,Routine,06/22/2019,98,2143,JOE FIELD,,75229,3710 RAWLINS ST #175,Jun 2019,FY2019,32.892959,-96.905514,
AQUA COCKTAIL RESTAURANT,Routine,06/22/2019,93,2143,JOE FIELD,,75229,3710 W ILLINOIS AVE,Jun 2019,FY2019,32.892959,-96.905514,
ARAMARK - WT 37TH FLOOR KITCHEN,Routine,12/16/2019,100,208,AKARD,,75202,3502 SIMPSON STUART RD #100,Dec 2019,FY2020,32.779797,-96.799295,
ARAMARK - WT 37TH FLOOR KITCHEN,Routine,08/29/2019,96,208,AKARD,,75202,3502 SIMPSON STUART RD #400,Aug 2019,FY2019,32.779797,-96.799295,
ARAMARK - WT 37TH FLOOR KITCHEN,Routine,01/24/2019,100,208,AKARD,,75202,3502 W CAMP WISDOM RD,Jan 2019,FY2019,32.779797,-96.799295,
ARAMARK - WT 3RD FLOOR KITCHEN,Routine,12/16/2019,100,208,AKARD,,75202,3505 S POLK ST,Dec 2019,FY2020,32.779797,-96.799295,
ARAMARK - WT 3RD FLOOR KITCHEN,Routine,08/29/2019,98,208,AKARD,,75202,351 W JEFFERSON BLVD,Aug 2019,FY2019,32.779797,-96.799295,
ARAMARK - WT 3RD FLOOR KITCHEN,Routine,01/24/2019,98,208,AKARD,,75202,3510 COMMERCE ST,Jan 2019,FY2019,32.779797,-96.799295,
ARAMARK @ BAYLOR SCHOOL OF NURSING: CALL (972-576-9168),Routine,05/31/2019,97,333,WASHINGTON,,75246,9430 LARGA DR #101,May 2019,FY2019,34.546662,-112.460404,
ARAMARK AT METHODIST - CAFETERIA/VISTOR/PATIENT MEALS,Routine,09/16/2019,97,1441,BECKLEY,,75208,2291 W NORTHWEST HWY,Sep 2019,FY2019,32.616966,-96.823427,
ARAMARK AT METHODIST - CAFETERIA/VISTOR/PATIENT MEALS,Routine,03/19/2019,96,1441,BECKLEY,,75208,2292 S BUCKNER BLVD #110,Mar 2019,FY2019,32.616966,-96.823427,
ARAMARK AT METHODIST - CAFETERIA/VISTOR/PATIENT MEALS,Routine,03/19/2019,96,1441,BECKLEY,,75208,2300 CANADA DR,Mar 2019,FY2019,32.616966,-96.823427,
ARAMARK AT METHODIST - SATELLITE/WEISS BUILDING/BANQUET,Routine,09/16/2019,97,1441,BECKLEY,,75208,2300 N FIELD ST #2200,Sep 2019,FY2019,32.616966,-96.823427,
ARAMARK AT METHODIST - SATELLITE/WEISS BUILDING/BANQUET,Routine,03/19/2019,99,1441,BECKLEY,,75208,2300 S RAVINIA DR,Mar 2019,FY2019,32.616966,-96.823427,
ARAMARK AT METHODIST - SPECIALS KITCHEN,Routine,09/16/2019,98,1441,BECKLEY,,75208,2300 VICTORY PARK LN,Sep 2019,FY2019,32.616966,-96.823427,
